CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,SRVC75,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,LOC5
8190,NC,0,1,1,,0,0,0,0,0,0,,,3,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
8191,NC,0,1,1,,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8192,NC,1,1,1,,0,0,1,1,1,1,1,3,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,1,1,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
8193,NC,0,1,1,,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0
8194,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,D,0
8195,NC,0,1,1,,1,1,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
8196,NC,0,1,1,,1,1,0,0,0,0,,,4,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
8197,NC,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
8198,NC,0,1,2,,0,0,0,1,1,0,0,1,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,D,0
8199,NC,0,1,1,,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
8200,NC,1,1,1,,0,0,1,0,1,1,1,3,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8201,NC,1,1,1,,1,0,1,1,1,0,0,3,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0
8202,NC,0,1,2,,0,0,0,0,0,0,,,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
8203,NC,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
8204,NC,1,1,1,,0,0,1,0,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8205,NC,0,1,1,,0,0,1,1,1,1,1,1,M,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8206,NC,0,1,1,,0,0,1,0,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8207,NC,0,1,1,,0,0,1,0,0,1,1,1,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8208,NC,0,1,2,,0,0,1,1,1,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
8209,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
8210,NC,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,,,,1,1,0,1,0,0,1,0,0,D,1
8211,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
8212,NC,1,0,4,,1,1,0,1,0,0,0,2,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,,,,,,0,0,0,1,1,1,1,0,1,0,0
8213,NC,0,1,1,,0,0,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,D,0
8214,NC,0,1,1,,0,0,0,0,0,0,,,4,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,,,,0,,,,,,0,1,0,1,1,1,D,1,1,0,0
8215,NC,0,1,1,,1,0,1,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,0,,,,,,1,0,0,1,1,1,1,1,1,0,0
8216,NC,0,1,1,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,D,0
8217,NC,0,1,1,,0,0,0,0,0,0,,,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
8218,NC,0,1,1,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,0
8219,NC,0,1,2,,0,0,1,1,1,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
8220,NC,1,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,,,1,1,1,0,0,0,,,,,,0,1,0,1,0,1,1,0,0,0,0
8221,NC,0,1,2,,0,0,1,1,1,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
8222,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,1,0,1,0,,,0,,,,,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
8223,NC,0,1,1,,0,0,0,0,0,0,,,4,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,D,0,0,0,0,D,0
8224,NC,0,1,2,,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,0,,,,,,0,1,1,0,0,0,0,0,0,0,0
8225,NC,0,1,1,,1,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
8226,NC,0,1,2,,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
8227,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,D,0
8228,NC,1,1,1,,0,0,0,1,1,0,0,2,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0
8229,NC,1,1,1,,0,0,1,1,1,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8230,NC,1,1,1,,0,0,1,1,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8231,NC,0,1,1,,0,0,0,0,0,0,,,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0
8232,NC,0,1,1,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0
8233,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
8234,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,D,D,D,D,D,D,0
8235,NC,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,1,0,1,1,0,0,,,,,,0,1,0,1,0,0,0,0,0,1,1
8236,NC,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0
8237,NC,0,1,2,,1,0,1,0,0,1,1,3,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
8238,NC,0,1,2,,1,0,0,1,0,0,0,3,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0
8239,NC,0,1,2,,0,0,0,0,0,0,,,2,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0
8240,NC,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,D,0
8241,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0
8242,NC,1,1,4,,1,0,0,0,0,0,,,M,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0,,,1,1,1,0,0,0,,,,,,1,1,0,1,0,0,D,0,1,D,0
8243,NC,0,1,1,,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,D,0
8244,NC,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0
8245,NC,0,1,2,,0,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,0,,,1,0,0,1,1,0,,,,,,0,1,0,0,0,1,0,0,0,0,0
8246,NC,1,1,2,,1,1,0,1,1,0,0,2,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,1,0,1,1,1,1,0,,,,,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0
8247,NC,0,1,1,,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
8248,NC,1,1,2,,0,0,1,1,0,1,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0
8249,NC,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1
8250,NC,0,1,2,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0
8251,NC,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,1,1,0,,,1,0,0,1,0,0,,,,,,0,1,0,0,0,0,1,0,0,0,1
8252,NC,1,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
8253,NC,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0
8254,NC,1,1,2,,0,0,0,0,1,0,0,3,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,0,,,0,,,,,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,D,0
8255,NC,0,1,1,,0,0,0,0,0,0,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
8256,NC,0,1,2,,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0
8257,NC,1,1,1,,0,0,1,1,1,1,0,3,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
8258,NC,1,1,6,1,1,1,0,1,0,0,0,3,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,D,0
8259,NC,1,0,2,,0,0,0,1,0,0,0,2,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,0,,,,,,0,1,0,0,1,1,D,D,D,D,0
8260,NC,0,1,2,,1,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,D,0
8261,NC,0,1,2,,1,1,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
8262,NC,0,1,6,1,1,1,0,1,0,0,0,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,,,0,,,,,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
8263,NC,0,1,4,,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,D,0
8264,NC,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,,,,1,1,0,1,0,1,0,0,0,D,0
8265,NC,0,1,2,,1,1,0,0,0,0,,,5,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
8266,NC,0,1,3,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0
8267,NC,1,1,2,,0,0,1,0,1,1,0,2,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,1,1,0,0,0,,,,,,1,1,0,1,1,1,1,1,1,D,0
8268,NC,0,1,1,,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8269,NC,0,1,6,2,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,D,D,D,D,D,D,D,0
8270,NC,0,1,1,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,D,0
8271,NC,0,1,6,2,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,0,D,D,D,1,1,0,0
8272,NC,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,D,0,1,D,0
8273,NC,0,1,2,,1,0,0,1,1,0,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,1,1,0,,,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1
8274,NC,1,1,3,,1,0,0,1,0,0,0,3,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0
8275,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0
8276,NC,0,1,1,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,D,0
8277,NC,0,1,1,,0,0,0,0,0,0,,,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,D,0
8278,NC,1,1,2,,1,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,1,1,0,,,,,0,,,,,,0,1,0,1,1,1,1,1,1,0,0
8279,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8280,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
8281,NC,0,1,1,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
8282,NC,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0
8283,NC,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,0,,,,,,0,1,0,1,0,0,0,0,0,0,1
8284,NC,1,1,1,,0,1,1,1,1,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
8285,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,D,0
8286,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
8287,NC,0,1,1,,0,0,0,0,0,0,,,4,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,D,0
8288,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,D,0
8289,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
8290,NC,0,1,2,,0,0,0,1,1,0,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0
8291,NC,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8292,NC,0,1,2,,1,1,0,1,1,0,0,1,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,D,0
8293,NC,0,1,1,,1,0,1,0,1,1,1,3,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8294,NC,0,1,2,,0,0,1,1,1,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
8295,NC,0,1,2,,0,0,1,1,1,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
8296,NC,0,1,1,,0,1,1,1,1,1,0,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
8297,NC,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0
